Retail Order ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,Country,City,State,Region,latitude,longitude,Retail Sales People,Product ID,Product Name,Sub-Category,Category,Returned,Sales,Quantity,Discount,Profit,Cost,Unit CP,Unit SP,Days
6898,CA-2017-122028,8/18/17 0:00,8/25/17 0:00,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,44107,United States,Lakewood,Ohio,East,"40,417287","-82,907123",Chuck Magee,OFF-BI-10004817,GBC Personal VeloBind Strips,Binders,Office Supplies,Not,"10,782",3,"0,7","-7,9068","18,6888","6,2296","3,594",7
6899,US-2015-165512,5/24/15 0:00,5/26/15 0:00,Second Class,VS-21820,Vivek Sundaresam,Consumer,60540,United States,Naperville,Illinois,Central,"40,633125","-89,398528",Kelly Williams,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Chairs,Furniture,Not,"602,651",7,"0,3","-163,5767","766,2277","109,4611","86,093",2
6900,US-2015-165512,5/24/15 0:00,5/26/15 0:00,Second Class,VS-21820,Vivek Sundaresam,Consumer,60540,United States,Naperville,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Binders,Office Supplies,Not,"7,656",6,"0,8","-13,0152","20,6712","3,4452","1,276",2
6901,CA-2015-140557,7/9/15 0:00,11/9/15 0:00,Standard Class,TN-21040,Tanja Norvell,Home Office,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Accessories,Technology,Not,"559,93",7,0,"167,979","391,951","55,993","79,99",123
6902,US-2017-135013,7/24/17 0:00,7/24/17 0:00,Same Day,HR-14830,Harold Ryan,Corporate,92646,United States,Huntington Beach,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Copiers,Technology,Not,"2399,96",5,"0,2","839,986","1559,974","311,9948","479,992",0
6903,CA-2017-111220,2/9/17 0:00,8/9/17 0:00,Standard Class,JS-15595,Jill Stevenson,Corporate,60653,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-FA-10002280,Advantus Plastic Paper Clips,Fasteners,Office Supplies,Not,16,4,"0,2","5,6","10,4","2,6",4,181
6904,CA-2017-111220,2/9/17 0:00,8/9/17 0:00,Standard Class,JS-15595,Jill Stevenson,Corporate,60653,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Appliances,Office Supplies,Not,"5,588",2,"0,8","-15,0876","20,6756","10,3378","2,794",181
6905,CA-2017-111220,2/9/17 0:00,8/9/17 0:00,Standard Class,JS-15595,Jill Stevenson,Corporate,60653,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",Storage,Office Supplies,Not,"235,92",5,"0,2","-44,235","280,155","56,031","47,184",181
6906,US-2017-149006,6/12/17 0:00,8/12/17 0:00,Second Class,BN-11470,Brad Norvell,Corporate,94513,United States,Brentwood,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-ST-10003221,Staple magnet,Storage,Office Supplies,Not,"10,68",1,0,"2,8836","7,7964","7,7964","10,68",61
6907,CA-2017-149468,5/20/17 0:00,5/20/17 0:00,Same Day,AR-10405,Allen Rosenblatt,Corporate,48183,United States,Trenton,Michigan,Central,"44,314844","-85,602364",Kelly Williams,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Binders,Office Supplies,Not,"41,28",2,0,"19,8144","21,4656","10,7328","20,64",0
6908,CA-2016-140249,9/27/16 0:00,9/27/16 0:00,Standard Class,SW-20455,Shaun Weien,Consumer,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,TEC-PH-10002584,Samsung Galaxy S4,Phones,Technology,Not,"1001,584",2,"0,2","125,198","876,386","438,193","500,792",0
6909,US-2017-135503,10/12/17 0:00,12/15/17 0:00,Standard Class,JE-16165,Justin Ellison,Corporate,29406,United States,North Charleston,South Carolina,South,"33,836081","-81,163725",Cassandra Brandow,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furnishings,Furniture,Not,"14,76",2,0,"4,2804","10,4796","5,2398","7,38",64
6910,CA-2014-126277,9/13/14 0:00,9/18/14 0:00,Second Class,LH-16900,Lena Hernandez,Consumer,43229,United States,Columbus,Ohio,East,"40,417287","-82,907123",Chuck Magee,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Binders,Office Supplies,Not,"2,502",3,"0,7","-2,0016","4,5036","1,5012","0,834",5
6911,US-2017-115301,7/29/17 0:00,7/29/17 0:00,Standard Class,VG-21790,Vivek Gonzalez,Consumer,98103,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,Furniture,Not,"115,96",2,0,"25,5112","90,4488","45,2244","57,98",0
6912,CA-2017-168942,1/8/17 0:00,5/8/17 0:00,Second Class,EM-13960,Eric Murdock,Consumer,94109,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Storage,Office Supplies,Not,"186,54",3,0,"50,3658","136,1742","45,3914","62,18",120
6913,US-2017-128398,2/5/17 0:00,5/5/17 0:00,Second Class,EM-13825,Elizabeth Moffitt,Corporate,90049,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,Accessories,Technology,Not,"159,56",4,0,"59,0372","100,5228","25,1307","39,89",89
6914,CA-2015-104115,12/6/15 0:00,12/6/15 0:00,Standard Class,JH-15910,Jonathan Howell,Consumer,33407,United States,West Palm Beach,Florida,South,"27,664827","-81,515754",Cassandra Brandow,TEC-PH-10002844,Speck Products Candyshell Flip Case,Phones,Technology,Not,"55,984",2,"0,2","4,1988","51,7852","25,8926","27,992",0
6915,CA-2014-142510,12/22/14 0:00,12/29/14 0:00,Standard Class,NP-18700,Nora Preis,Consumer,60623,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-ST-10000585,Economy Rollaway Files,Storage,Office Supplies,Not,"132,16",1,"0,2","9,912","122,248","122,248","132,16",7
6916,CA-2014-142510,12/22/14 0:00,12/29/14 0:00,Standard Class,NP-18700,Nora Preis,Consumer,60623,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-BI-10002824,Recycled Easel Ring Binders,Binders,Office Supplies,Not,"17,904",6,"0,8","-31,332","49,236","8,206","2,984",7
6917,CA-2014-142510,12/22/14 0:00,12/29/14 0:00,Standard Class,NP-18700,Nora Preis,Consumer,60623,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-PA-10001289,White Computer Printout Paper by Universal,Paper,Office Supplies,Not,"124,032",4,"0,2","44,9616","79,0704","19,7676","31,008",7
6918,CA-2014-124247,12/16/14 0:00,12/21/14 0:00,Standard Class,SH-20635,Stefanie Holloman,Corporate,95823,United States,Sacramento,California,West,"36,778261","-119,417932",Anna Andreadi,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs,Furniture,Not,"1403,92",5,"0,2","70,196","1333,724","266,7448","280,784",5
6919,CA-2016-105473,4/16/16 0:00,4/18/16 0:00,Second Class,BM-11785,Bryan Mills,Consumer,98115,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,OFF-SU-10003567,Stiletto Hand Letter Openers,Supplies,Office Supplies,Not,"28,8",3,0,"0,864","27,936","9,312","9,6",2
6920,CA-2015-102806,5/21/15 0:00,5/28/15 0:00,Standard Class,HG-14965,Henry Goldwyn,Corporate,19143,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,Office Supplies,Not,"24,588",2,"0,7","-18,0312","42,6192","21,3096","12,294",7
6921,CA-2017-121706,2/26/17 0:00,2/26/17 0:00,Standard Class,BM-11140,Becky Martin,Consumer,93101,United States,Santa Barbara,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Appliances,Office Supplies,Not,"356,79",7,0,"99,9012","256,8888","36,6984","50,97",0
6922,CA-2017-109211,4/4/17 0:00,10/4/17 0:00,Standard Class,PS-19045,Penelope Sewall,Home Office,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-EN-10001532,Brown Kraft Recycled Envelopes,Envelopes,Office Supplies,Not,"16,98",1,0,"8,49","8,49","8,49","16,98",183
6923,CA-2015-134257,3/16/15 0:00,3/19/15 0:00,Second Class,MS-17710,Maurice Satty,Consumer,36830,United States,Auburn,Alabama,South,"32,318231","-86,902298",Cassandra Brandow,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,Office Supplies,Not,"491,55",5,0,"240,8595","250,6905","50,1381","98,31",3
6924,CA-2015-134257,3/16/15 0:00,3/19/15 0:00,Second Class,MS-17710,Maurice Satty,Consumer,36830,United States,Auburn,Alabama,South,"32,318231","-86,902298",Cassandra Brandow,OFF-EN-10003845,Colored Envelopes,Envelopes,Office Supplies,Not,"7,38",2,0,"3,3948","3,9852","1,9926","3,69",3
6925,CA-2015-137925,11/30/15 0:00,11/30/15 0:00,Standard Class,JL-15235,Janet Lee,Consumer,10035,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Paper,Office Supplies,Not,"23,66",7,0,"10,8836","12,7764","1,8252","3,38",0
6926,CA-2015-137925,11/30/15 0:00,11/30/15 0:00,Standard Class,JL-15235,Janet Lee,Consumer,10035,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,FUR-BO-10001608,"Hon Metal Bookcases, Black",Bookcases,Furniture,Not,"681,408",12,"0,2","42,588","638,82","53,235","56,784",0
6927,CA-2016-140046,7/28/16 0:00,7/28/16 0:00,Standard Class,KM-16660,Khloe Miller,Consumer,90032,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-LA-10000305,Avery 495,Labels,Office Supplies,Not,"18,9",3,0,"8,694","10,206","3,402","6,3",0
6928,CA-2016-140382,6/23/16 0:00,6/25/16 0:00,Second Class,RD-19900,Ruben Dartt,Consumer,94109,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-ST-10003638,Mobile Personal File Cube,Storage,Office Supplies,Not,"93,68",4,0,"25,2936","68,3864","17,0966","23,42",2
6929,CA-2016-140382,6/23/16 0:00,6/25/16 0:00,Second Class,RD-19900,Ruben Dartt,Consumer,94109,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-LA-10001934,Avery 516,Labels,Office Supplies,Not,"21,93",3,0,"10,3071","11,6229","3,8743","7,31",2
6930,CA-2016-140382,6/23/16 0:00,6/25/16 0:00,Second Class,RD-19900,Ruben Dartt,Consumer,94109,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Phones,Technology,Not,"862,344",7,"0,2","97,0137","765,3303","109,3329","123,192",2
6931,CA-2016-140382,6/23/16 0:00,6/25/16 0:00,Second Class,RD-19900,Ruben Dartt,Consumer,94109,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-PA-10001019,Xerox 1884,Paper,Office Supplies,Not,"19,98",1,0,"9,3906","10,5894","10,5894","19,98",2
6932,CA-2014-164182,7/14/14 0:00,7/18/14 0:00,Standard Class,ST-20530,Shui Tom,Consumer,19140,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,TEC-PH-10002070,Griffin GC36547 PowerJolt SE Lightning Charger,Phones,Technology,Not,"13,494",1,"0,4","-2,249","15,743","15,743","13,494",4
6933,CA-2014-164182,7/14/14 0:00,7/18/14 0:00,Standard Class,ST-20530,Shui Tom,Consumer,19140,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,TEC-PH-10002583,iOttie HLCRIO102 Car Mount,Phones,Technology,Not,"23,988",2,"0,4","-13,993","37,981","18,9905","11,994",4
6934,CA-2014-164182,7/14/14 0:00,7/18/14 0:00,Standard Class,ST-20530,Shui Tom,Consumer,19140,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,FUR-FU-10001057,Tensor Track Tree Floor Lamp,Furnishings,Furniture,Not,"31,984",2,"0,2","1,1994","30,7846","15,3923","15,992",4
6935,CA-2014-164182,7/14/14 0:00,7/18/14 0:00,Standard Class,ST-20530,Shui Tom,Consumer,19140,United States,Philadelphia,Pennsylvania,East,"41,203322","-77,194525",Chuck Magee,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Art,Office Supplies,Not,"41,584",2,"0,2","4,6782","36,9058","18,4529","20,792",4
6936,CA-2017-137365,11/30/17 0:00,11/30/17 0:00,Second Class,BP-11095,Bart Pistole,Corporate,79907,United States,El Paso,Texas,Central,"31,968599","-99,901813",Kelly Williams,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Accessories,Technology,Not,"95,976",3,"0,2","-10,7973","106,7733","35,5911","31,992",0
6937,CA-2016-129847,2/9/16 0:00,4/9/16 0:00,First Class,TA-21385,Tom Ashbrook,Home Office,60653,United States,Chicago,Illinois,Central,"40,633125","-89,398528",Kelly Williams,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furnishings,Furniture,Not,"84,272",2,"0,6","-75,8448","160,1168","80,0584","42,136",60
6938,CA-2014-126963,6/15/14 0:00,6/15/14 0:00,Same Day,PS-18760,Pamela Stobb,Consumer,79907,United States,El Paso,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-PA-10001952,Xerox 1902,Paper,Office Supplies,Not,"36,544",2,"0,2","11,8768","24,6672","12,3336","18,272",0
6939,CA-2016-125094,5/11/16 0:00,9/11/16 0:00,Standard Class,NP-18700,Nora Preis,Consumer,98105,United States,Seattle,Washington,West,"47,751074","-120,740139",Anna Andreadi,TEC-AC-10004420,Cherry 142-key Programmable Keyboard,Accessories,Technology,Not,"479,72",4,0,"52,7692","426,9508","106,7377","119,93",123
6940,CA-2017-107132,6/26/17 0:00,6/30/17 0:00,Standard Class,SC-20260,Scott Cohen,Corporate,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-BI-10001071,GBC ProClick Punch Binding System,Binders,Office Supplies,Not,"102,368",2,"0,2","37,1084","65,2596","32,6298","51,184",4
6941,CA-2017-107132,6/26/17 0:00,6/30/17 0:00,Standard Class,SC-20260,Scott Cohen,Corporate,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,Supplies,Office Supplies,Not,"28,4",5,0,"8,236","20,164","4,0328","5,68",4
6942,CA-2017-107132,6/26/17 0:00,6/30/17 0:00,Standard Class,SC-20260,Scott Cohen,Corporate,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Storage,Office Supplies,Not,"713,88",4,0,"214,164","499,716","124,929","178,47",4
6943,CA-2017-107132,6/26/17 0:00,6/30/17 0:00,Standard Class,SC-20260,Scott Cohen,Corporate,10009,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-PA-10003790,Xerox 1991,Paper,Office Supplies,Not,"68,52",3,0,"31,5192","37,0008","12,3336","22,84",4
6944,CA-2015-139248,7/25/15 0:00,7/30/15 0:00,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,90032,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-PH-10004094,Motorola L703CM,Phones,Technology,Not,"623,96",5,"0,2","38,9975","584,9625","116,9925","124,792",5
6945,CA-2014-148369,9/23/14 0:00,9/27/14 0:00,Standard Class,TH-21115,Thea Hudgings,Corporate,19711,United States,Newark,Delaware,East,"38,910832","-75,52767",Chuck Magee,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Binders,Office Supplies,Not,"11,12",4,0,"5,4488","5,6712","1,4178","2,78",4
6946,CA-2016-106243,9/30/16 0:00,9/30/16 0:00,Standard Class,GM-14680,Greg Matthias,Consumer,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Furniture,Not,"523,92",5,"0,2","-26,196","550,116","110,0232","104,784",0
6947,CA-2015-126466,9/11/15 0:00,11/13/15 0:00,Standard Class,JO-15550,Jesus Ocampo,Home Office,95661,United States,Roseville,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Fasteners,Office Supplies,Not,"2,48",2,0,"1,1656","1,3144","0,6572","1,24",63
6948,CA-2015-130365,4/25/15 0:00,4/29/15 0:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,60505,United States,Aurora,Illinois,Central,"40,633125","-89,398528",Kelly Williams,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Storage,Office Supplies,Not,"221,024",2,"0,2","-55,256","276,28","138,14","110,512",4
6949,CA-2015-130365,4/25/15 0:00,4/29/15 0:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,60505,United States,Aurora,Illinois,Central,"40,633125","-89,398528",Kelly Williams,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Chairs,Furniture,Not,"128,058",3,"0,3","-23,7822","151,8402","50,6134","42,686",4
6950,CA-2017-143021,11/19/17 0:00,11/19/17 0:00,Same Day,AP-10720,Anne Pryor,Home Office,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Binders,Office Supplies,Not,"58,408",7,"0,2","18,2525","40,1555","5,7365","8,344",0
6951,CA-2017-143021,11/19/17 0:00,11/19/17 0:00,Same Day,AP-10720,Anne Pryor,Home Office,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Tables,Furniture,Not,"79,974",3,"0,4","-29,3238","109,2978","36,4326","26,658",0
6952,CA-2015-161767,11/20/15 0:00,11/24/15 0:00,Standard Class,GK-14620,Grace Kelly,Corporate,75217,United States,Dallas,Texas,Central,"31,968599","-99,901813",Kelly Williams,TEC-MA-10002790,NeatDesk Desktop Scanner & Digital Filing System,Machines,Technology,Not,"479,988",2,"0,4","55,9986","423,9894","211,9947","239,994",4
6953,CA-2015-129917,2/10/15 0:00,3/10/15 0:00,First Class,HM-14980,Henry MacAllister,Consumer,90008,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Binders,Office Supplies,Not,"11,808",3,"0,2","4,1328","7,6752","2,5584","3,936",28
6954,CA-2015-129917,2/10/15 0:00,3/10/15 0:00,First Class,HM-14980,Henry MacAllister,Consumer,90008,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-BI-10004828,GBC Poly Designer Binding Covers,Binders,Office Supplies,Not,"53,568",4,"0,2","19,4184","34,1496","8,5374","13,392",28
6955,CA-2015-129917,2/10/15 0:00,3/10/15 0:00,First Class,HM-14980,Henry MacAllister,Consumer,90008,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,TEC-PH-10000369,HTC One Mini,Phones,Technology,Not,"503,96",5,"0,2","50,396","453,564","90,7128","100,792",28
6956,CA-2015-115420,4/25/15 0:00,4/25/15 0:00,Standard Class,LS-16945,Linda Southworth,Corporate,90004,United States,Los Angeles,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-EN-10003862,Laser & Ink Jet Business Envelopes,Envelopes,Office Supplies,Not,"21,34",2,0,"9,8164","11,5236","5,7618","10,67",0
6957,CA-2016-157588,7/14/16 0:00,7/19/16 0:00,Standard Class,AR-10570,Anemone Ratner,Consumer,31907,United States,Columbus,Georgia,South,"32,157435","-82,907123",Cassandra Brandow,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,Binders,Office Supplies,Not,"36,4",5,0,"17,108","19,292","3,8584","7,28",5
6958,CA-2016-157588,7/14/16 0:00,7/19/16 0:00,Standard Class,AR-10570,Anemone Ratner,Consumer,31907,United States,Columbus,Georgia,South,"32,157435","-82,907123",Cassandra Brandow,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,Furniture,Not,"51,75",1,0,"15,525","36,225","36,225","51,75",5
6959,CA-2015-167255,9/27/15 0:00,9/29/15 0:00,Second Class,RH-19510,Rick Huthwaite,Home Office,94110,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Storage,Office Supplies,Not,"15,51",1,0,"4,3428","11,1672","11,1672","15,51",2
6960,CA-2015-167255,9/27/15 0:00,9/29/15 0:00,Second Class,RH-19510,Rick Huthwaite,Home Office,94110,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-PA-10002377,Xerox 1916,Paper,Office Supplies,Not,"146,82",3,0,"73,41","73,41","24,47","48,94",2
6961,CA-2015-167255,9/27/15 0:00,9/29/15 0:00,Second Class,RH-19510,Rick Huthwaite,Home Office,94110,United States,San Francisco,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-PA-10003441,Xerox 226,Paper,Office Supplies,Not,"12,96",2,0,"6,2208","6,7392","3,3696","6,48",2
6962,CA-2017-162096,10/11/17 0:00,10/11/17 0:00,Same Day,TB-21190,Thomas Brumley,Home Office,92503,United States,Riverside,California,West,"36,778261","-119,417932",Anna Andreadi,OFF-AR-10002221,12 Colored Short Pencils,Art,Office Supplies,Not,"7,8",3,0,"2,106","5,694","1,898","2,6",0
6963,CA-2016-157161,7/16/16 0:00,7/20/16 0:00,Second Class,JD-15895,Jonathan Doherty,Corporate,29203,United States,Columbia,South Carolina,South,"33,836081","-81,163725",Cassandra Brandow,OFF-EN-10001509,Poly String Tie Envelopes,Envelopes,Office Supplies,Not,"10,2",5,0,"4,794","5,406","1,0812","2,04",4
6964,CA-2016-157161,7/16/16 0:00,7/20/16 0:00,Second Class,JD-15895,Jonathan Doherty,Corporate,29203,United States,Columbia,South Carolina,South,"33,836081","-81,163725",Cassandra Brandow,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",Art,Office Supplies,Not,"22,32",3,0,"5,58","16,74","5,58","7,44",4
6965,CA-2016-157161,7/16/16 0:00,7/20/16 0:00,Second Class,JD-15895,Jonathan Doherty,Corporate,29203,United States,Columbia,South Carolina,South,"33,836081","-81,163725",Cassandra Brandow,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders,Office Supplies,Not,"24,1",5,0,"11,086","13,014","2,6028","4,82",4
6966,CA-2016-157161,7/16/16 0:00,7/20/16 0:00,Second Class,JD-15895,Jonathan Doherty,Corporate,29203,United States,Columbia,South Carolina,South,"33,836081","-81,163725",Cassandra Brandow,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Accessories,Technology,Not,"75,98",2,0,"18,2352","57,7448","28,8724","37,99",4
6967,CA-2016-157161,7/16/16 0:00,7/20/16 0:00,Second Class,JD-15895,Jonathan Doherty,Corporate,29203,United States,Columbia,South Carolina,South,"33,836081","-81,163725",Cassandra Brandow,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Binders,Office Supplies,Not,"6,46",2,0,"3,1654","3,2946","1,6473","3,23",4
6968,CA-2016-157161,7/16/16 0:00,7/20/16 0:00,Second Class,JD-15895,Jonathan Doherty,Corporate,29203,United States,Columbia,South Carolina,South,"33,836081","-81,163725",Cassandra Brandow,OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright),Paper,Office Supplies,Not,"60,12",9,0,"28,8576","31,2624","3,4736","6,68",4
6969,CA-2015-110765,10/16/15 0:00,10/20/15 0:00,Second Class,MP-17965,Michael Paige,Corporate,10011,United States,New York City,New York,East,"43,299428","-74,217933",Chuck Magee,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Phones,Technology,Not,"824,97",3,0,"214,4922","610,4778","203,4926","274,99",4
6970,CA-2016-163937,10/1/16 0:00,10/1/16 0:00,Second Class,JB-16000,Joy Bell-,Consumer,98632,United States,Longview,Washington,West,"47,751074","-120,740139",Anna Andreadi,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furnishings,Furniture,Not,"24,85",5,0,"7,7035","17,1465","3,4293","4,97",0
6971,CA-2017-153822,9/19/17 0:00,9/25/17 0:00,Standard Class,AB-10105,Adrian Barton,Consumer,85023,United States,Phoenix,Arizona,West,"34,048928","-111,093731",Anna Andreadi,OFF-ST-10000321,Akro Stacking Bins,Storage,Office Supplies,Yes,"12,624",2,"0,2","-2,5248","15,1488","7,5744","6,312",6
6972,CA-2017-153822,9/19/17 0:00,9/25/17 0:00,Standard Class,AB-10105,Adrian Barton,Consumer,85023,United States,Phoenix,Arizona,West,"34,048928","-111,093731",Anna Andreadi,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Accessories,Technology,Yes,"89,584",2,"0,2","4,4792","85,1048","42,5524","44,792",6
6973,CA-2017-153822,9/19/17 0:00,9/25/17 0:00,Standard Class,AB-10105,Adrian Barton,Consumer,85023,United States,Phoenix,Arizona,West,"34,048928","-111,093731",Anna Andreadi,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,Phones,Technology,Yes,"471,92",2,"0,2","29,495","442,425","221,2125","235,96",6
6974,CA-2017-153822,9/19/17 0:00,9/25/17 0:00,Standard Class,AB-10105,Adrian Barton,Consumer,85023,United States,Phoenix,Arizona,West,"34,048928","-111,093731",Anna Andreadi,OFF-BI-10001460,Plastic Binding Combs,Binders,Office Supplies,Yes,"18,18",4,"0,7","-13,938","32,118","8,0295","4,545",6
6975,CA-2017-146185,9/15/17 0:00,9/19/17 0:00,Standard Class,CC-12145,Charles Crestani,Consumer,77095,United States,Houston,Texas,Central,"31,968599","-99,901813",Kelly Williams,OFF-AR-10002987,Prismacolor Color Pencil Set,Art,Office Supplies,Not,"31,744",2,"0,2","8,3328","23,4112","11,7056","15,872",4
6976,CA-2015-112144,6/28/15 0:00,6/28/15 0:00,Standard Class,CY-12745,Craig Yedwab,Corporate,85234,United States,Gilbert,Arizona,West,"34,048928","-111,093731",Anna Andreadi,OFF-LA-10000443,Avery 501,Labels,Office Supplies,Yes,"5,904",2,"0,2","1,9926","3,9114","1,9557","2,952",0
6977,CA-2015-112144,6/28/15 0:00,6/28/15 0:00,Standard Class,CY-12745,Craig Yedwab,Corporate,85234,United States,Gilbert,Arizona,West,"34,048928","-111,093731",Anna Andreadi,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furnishings,Furniture,Yes,"621,76",4,"0,2","46,632","575,128","143,782","155,44",0
